Feature1	Feature2	IG
Corynebacterium_variabile	Selenomonas_sputigena	0.673095703125
Criibacterium_bergeronii	Selenomonas_sputigena	1.04168701171875
DTDPRHAMSYN-PWY:_dTDP-L-rhamnose_biosynthesis_I	PWY-1269:_CMP-3-deoxy-D-manno-octulosonate_biosynthesis_I	5.712646484375
Denitrobacterium_detoxificans	Selenomonas_sputigena	0.673095703125
Desulfovibrio_piger	Eubacterium_ventriosum	8.7705078125
Desulfovibrio_sp_An276	Selenomonas_sputigena	0.673095703125
Desulfovibrio_vulgaris	Selenomonas_sputigena	0.673095703125
Desulfovibrionaceae_bacterium	PEPTIDOGLYCANSYN-PWY:_peptidoglycan_biosynthesis_I_(meso-diaminopimelate_containing)	6.14556884765625
Desulfovibrionaceae_bacterium	PWY-3841:_folate_transformations_II	8.3009033203125
Desulfovibrionaceae_bacterium	PWY-6385:_peptidoglycan_biosynthesis_III_(mycobacteria)	5.8310546875
Desulfovibrionaceae_bacterium	PWY0-1586:_peptidoglycan_maturation_(meso-diaminopimelate_containing)	14.2080688476562
Dialister_invisus	PWY-6703:_preQ0_biosynthesis	5.31195068359375
Dialister_pneumosintes	Actinomyces_sp_oral_taxon_180	10.2682495117188
Dialister_pneumosintes	Actinomyces_viscosus	7.700439453125
Dialister_pneumosintes	Anaerostipes_caccae	6.47528076171875
Dialister_pneumosintes	Campylobacter_hominis	3.33575439453125
Dialister_pneumosintes	Cardiobacterium_valvarum	3.33575439453125
Dialister_pneumosintes	Citrobacter_sp_MGH106	3.33575439453125
Dialister_pneumosintes	Corynebacterium_durum	27.8101196289062
Dialister_pneumosintes	Eggerthia_catenaformis	5.40228271484375
Dialister_pneumosintes	Selenomonas_flueggei	6.2691650390625
Dialister_pneumosintes	Terrisporobacter_othiniensis	6.6513671875
Dielma_fastidiosa	Haemophilus_parahaemolyticus	12.5147094726562
Dielma_fastidiosa	PWY-1269:_CMP-3-deoxy-D-manno-octulosonate_biosynthesis_I	8.65118408203125
Dorea_formicigenerans	Cloacibacillus_porcorum	7.26837158203125
Dorea_formicigenerans	Clostridium_clostridioforme	9.22698974609375
Dorea_formicigenerans	Erysipelatoclostridium_ramosum	8.06622314453125
Dorea_formicigenerans	PWY-7229:_superpathway_of_adenosine_nucleotides_de_novo_biosynthesis_I	9.1669921875
Dorea_longicatena	Clostridium_perfringens	8.545166015625
Dorea_longicatena	Enterococcus_avium	5.34228515625
Dorea_longicatena	PWY-621:_sucrose_degradation_III_(sucrose_invertase)	6.083984375
Dorea_sp_D27	Selenomonas_sputigena	0.673095703125
Dysgonomonas_sp_37_18	Citrobacter_farmeri	1.96697998046875
Edwardsiella_tarda	Selenomonas_sputigena	2.9754638671875
Eggerthella_lenta	Bifidobacterium_catenulatum	5.931884765625
Eggerthella_lenta	PWY-5188:_tetrapyrrole_biosynthesis_I_(from_glutamate)	4.46685791015625
Eggerthella_lenta	Prevotella_melaninogenica	9.8011474609375
Eisenbergiella_massiliensis	Enterobacter_cloacae_complex	5.59405517578125
Eisenbergiella_tayi	Clostridium_hylemonae	6.74114990234375
Eisenbergiella_tayi	Desulfovibrio_fairfieldensis	2.45135498046875
Eisenbergiella_tayi	Faecalicatena_orotica	2.099365234375
Eisenbergiella_tayi	Helicobacter_pylori	2.8057861328125
Eisenbergiella_tayi	Murimonas_intestini	3.5101318359375
Eisenbergiella_tayi	Streptococcus_sobrinus	12.089111328125
Enorma_massiliensis	PWY-5973:_cis-vaccenate_biosynthesis	6.1339111328125
Enterobacter_bugandensis	Bacteroides_sp_CAG_443	2.64404296875
Enterococcus_asini	Citrobacter_farmeri	1.96697998046875
Enterococcus_avium	Enterococcus_raffinosus	4.97906494140625
Enterococcus_durans	Selenomonas_sputigena	0.673095703125
Enterococcus_faecalis	PWY-6387:_UDP-N-acetylmuramoyl-pentapeptide_biosynthesis_I_(meso-diaminopimelate_containing)	4.691650390625
Enterococcus_faecalis	PWY-6936:_seleno-amino_acid_biosynthesis	5.37066650390625
Enterococcus_gallinarum	PENTOSE-P-PWY:_pentose_phosphate_pathway	4.64654541015625
Enterococcus_gallinarum	PWY-7237:_myo-,_chiro-_and_scillo-inositol_degradation	5.2215576171875
Enterococcus_hirae	Selenomonas_sputigena	2.2872314453125
Enterococcus_mundtii	Selenomonas_sputigena	0.673095703125
Erysipelatoclostridium_ramosum	Lactobacillus_crispatus	6.07476806640625
Erysipelatoclostridium_ramosum	PWY0-1297:_superpathway_of_purine_deoxyribonucleosides_degradation	3.5189208984375
Erysipelothrix_larvae	THISYNARA-PWY:_superpathway_of_thiamin_diphosphate_biosynthesis_III_(eukaryotes)	4.74749755859375
Escherichia_albertii	Selenomonas_sputigena	0.673095703125
Escherichia_coli	Abiotrophia_defectiva	6.93377685546875
Eubacterium_brachy	Megasphaera_sp_DISK_18	8.29888916015625
Eubacterium_brachy	PWY-5686:_UMP_biosynthesis	7.20379638671875
Eubacterium_dolichum_CAG_375	Firmicutes_bacterium_CAG_646	6.8299560546875
Eubacterium_eligens	Bacteroides_coprocola	11.7785034179688
Eubacterium_eligens	PWY-1042:_glycolysis_IV_(plant_cytosol)	7.79095458984375
Eubacterium_hallii	Aggregatibacter_aphrophilus	4.7459716796875
Eubacterium_hallii	Lactococcus_petauri	5.66021728515625
Eubacterium_infirmum	Actinomyces_sp_HPA0247	6.888916015625
Eubacterium_infirmum	Porphyromonas_gingivalis	11.0939331054688
Eubacterium_limosum	ARGSYN-PWY:_L-arginine_biosynthesis_I_(via_L-ornithine)	11.3447265625
Eubacterium_limosum	GLUTORN-PWY:_L-ornithine_biosynthesis	8.31634521484375
Eubacterium_nodatum	Neisseria_sicca	4.16656494140625
Eubacterium_ramulus	Bilophila_wadsworthia	6.9412841796875
Eubacterium_ramulus	Prevotella_sp_CAG_873	6.80059814453125
Eubacterium_rectale	Bilophila_wadsworthia	9.336181640625
Eubacterium_rectale	Clostridium_methylpentosum	7.2686767578125
