Feature1	Feature2	IG
Fretibacterium_fastidiosum	Brevibacterium_linens	3.14392852783203
Fretibacterium_fastidiosum	Roseburia_sp_CAG_309	15.1495971679688
Fretibacterium_fastidiosum	Tropheryma_whipplei	3.14392852783203
Fusicatenibacter_saccharivorans	Lachnoclostridium_sp_An131	12.4630355834961
Fusobacterium_nucleatum	Bacteroides_clarus	9.61540222167969
Fusobacterium_nucleatum	Firmicutes_bacterium_CAG_555	23.3082656860352
Fusobacterium_sp_CAG_439	PWY-6151:_S-adenosyl-L-methionine_cycle_I	4.62544250488281
GLUTORN-PWY:_L-ornithine_biosynthesis	PWY-5104:_L-isoleucine_biosynthesis_IV	2.90570831298828
Gemella_haemolysans	Streptococcus_thermophilus	9.72415924072266
Gemella_morbillorum	ARGININE-SYN4-PWY:_L-ornithine_de_novo__biosynthesis	3.49874877929688
Gemella_morbillorum	Alcaligenes_aquatilis	2.15857696533203
Gemella_morbillorum	Anaeroglobus_geminatus	3.49874877929688
Gemella_morbillorum	Brachyspira_pilosicoli	2.15857696533203
Gemella_morbillorum	GLCMANNANAUT-PWY:_superpathway_of_N-acetylglucosamine,_N-acetylmannosamine_and_N-acetylneuraminate_degradation	2.15857696533203
Gemella_morbillorum	Hungatella_effluvii	2.15857696533203
Gemella_morbillorum	Lactococcus_garvieae	2.15857696533203
Gemella_morbillorum	Lactococcus_piscium	2.15857696533203
Gemella_morbillorum	Mogibacterium_pumilum	2.15857696533203
Gemella_morbillorum	Negativicoccus_succinicivorans	2.15857696533203
Gemella_morbillorum	PENTOSE-P-PWY:_pentose_phosphate_pathway	2.15857696533203
Gemella_morbillorum	PWY-6545:_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_III	2.15857696533203
Gemella_morbillorum	PWY-6703:_preQ0_biosynthesis	32.4592819213867
Gemella_morbillorum	PWY0-1297:_superpathway_of_purine_deoxyribonucleosides_degradation	2.15857696533203
Gemella_morbillorum	Porphyromonas_gingivalis	2.15857696533203
Gemella_morbillorum	Prevotella_sp_oral_taxon_376	2.15857696533203
Gemella_morbillorum	Ruminococcus_sp_CAG_579	2.15857696533203
Gemella_morbillorum	Stenotrophomonas_maltophilia	2.15857696533203
Gemella_morbillorum	Streptococcus_gallolyticus	2.15857696533203
Gemella_morbillorum	Streptococcus_lutetiensis	2.15857696533203
Gemella_morbillorum	Streptococcus_sobrinus	2.15857696533203
Gemella_morbillorum	Streptococcus_sp_HMSC034E03	2.15857696533203
Gemella_morbillorum	Treponema_medium	2.15857696533203
