data_type,base_feature,contributing_feature,base_IG_1D_mean,total_IG_2D_mean,ig_difference_raw,ig_difference_pct,pair_ig_count
functions,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,PWY-7254:_TCA_cycle_VII_(acetate-producers),47.42,109.237,61.817,130.36,12/28
functions,"PWY-7039:_phosphatidate_metabolism,_as_a_signaling_molecule",PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),44.271,106.066,61.795,139.59,2/28
functions,PWY-7254:_TCA_cycle_VII_(acetate-producers),VALSYN-PWY:_L-valine_biosynthesis,44.485,106.261,61.776,138.87,10/28
functions,GLUCARDEG-PWY:_D-glucarate_degradation_I,"PWY-241:_C4_photosynthetic_carbon_assimilation_cycle,_NADP-ME_type",34.926,96.675,61.749,176.8,2/28
functions,PPGPPMET-PWY:_ppGpp_metabolism,VALSYN-PWY:_L-valine_biosynthesis,48.998,110.731,61.732,125.99,2/28
functions,NAD-BIOSYNTHESIS-II:_NAD_salvage_pathway_III_(to_nicotinamide_riboside),PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,41.419,103.151,61.732,149.04,6/28
functions,HISTSYN-PWY:_L-histidine_biosynthesis,LACTOSECAT-PWY:_lactose_and_galactose_degradation_I,36.712,98.435,61.723,168.12,2/28
functions,PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,PWY-5505:_L-glutamate_and_L-glutamine_biosynthesis,53.609,115.324,61.715,115.12,2/28
functions,PWY0-1337:_oleate_&beta;-oxidation,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,41.653,103.343,61.691,148.11,10/28
functions,HISTSYN-PWY:_L-histidine_biosynthesis,AEROBACTINSYN-PWY:_aerobactin_biosynthesis,36.712,98.396,61.683,168.02,2/28
functions,PWY-7286:_7-(3-amino-3-carboxypropyl)-wyosine_biosynthesis,PWY-5104:_L-isoleucine_biosynthesis_IV,38.947,100.605,61.658,158.31,2/28
functions,PWY-6588:_pyruvate_fermentation_to_acetone,VALSYN-PWY:_L-valine_biosynthesis,55.393,117.038,61.645,111.29,22/28
functions,P221-PWY:_octane_oxidation,PWY-6588:_pyruvate_fermentation_to_acetone,41.835,103.465,61.631,147.32,2/28
functions,PWY-5855:_ubiquinol-7_biosynthesis_(early_decarboxylation),P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,49.87,111.498,61.628,123.58,14/28
functions,PWY-2941:_L-lysine_biosynthesis_II,PWY-7942:_5-oxo-L-proline_metabolism,38.836,100.463,61.628,158.69,2/28
functions,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,FAO-PWY:_fatty_acid_&beta;-oxidation_I_(generic),48.769,110.394,61.625,126.36,16/28
functions,PWY-8113:_3PG-factor_420_biosynthesis,PWY-5347:_superpathway_of_L-methionine_biosynthesis_(transsulfuration),40.225,101.838,61.613,153.17,2/28
functions,NAD-BIOSYNTHESIS-II:_NAD_salvage_pathway_III_(to_nicotinamide_riboside),PWY-6588:_pyruvate_fermentation_to_acetone,45.066,106.672,61.606,136.7,14/28
functions,PWY4LZ-257:_superpathway_of_fermentation_(Chlamydomonas_reinhardtii),PWY-6350:_archaetidylinositol_biosynthesis,46.885,108.486,61.6,131.38,2/28
functions,"PWY-241:_C4_photosynthetic_carbon_assimilation_cycle,_NADP-ME_type",ORNDEG-PWY:_superpathway_of_ornithine_degradation,56.973,118.572,61.599,108.12,20/28
functions,TCA-GLYOX-BYPASS:_superpathway_of_glyoxylate_bypass_and_TCA,PWY-6167:_flavin_biosynthesis_II_(archaea),41.555,103.139,61.585,148.2,4/28
functions,PWY-5747:_2-methylcitrate_cycle_II,PWY-5913:_partial_TCA_cycle_(obligate_autotrophs),39.891,101.468,61.577,154.36,4/28
functions,"PWY-241:_C4_photosynthetic_carbon_assimilation_cycle,_NADP-ME_type",PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),50.674,112.242,61.568,121.5,18/28
functions,P23-PWY:_reductive_TCA_cycle_I,HISTSYN-PWY:_L-histidine_biosynthesis,36.455,97.973,61.518,168.75,2/28
functions,PWY-7942:_5-oxo-L-proline_metabolism,PWY-6588:_pyruvate_fermentation_to_acetone,46.017,107.497,61.481,133.61,12/28
functions,"PWY-7385:_1,3-propanediol_biosynthesis_(engineered)",ORNDEG-PWY:_superpathway_of_ornithine_degradation,45.902,107.376,61.474,133.93,10/28
functions,FOLSYN-PWY:_superpathway_of_tetrahydrofolate_biosynthesis_and_salvage,PWY4LZ-257:_superpathway_of_fermentation_(Chlamydomonas_reinhardtii),51.408,112.868,61.46,119.55,2/28
functions,HEME-BIOSYNTHESIS-II-1:_heme_b_biosynthesis_V_(aerobic),VALSYN-PWY:_L-valine_biosynthesis,59.921,121.365,61.444,102.54,2/28
functions,"PWY-7117:_C4_photosynthetic_carbon_assimilation_cycle,_PEPCK_type",P161-PWY:_acetylene_degradation_(anaerobic),47.713,109.15,61.437,128.76,8/28
functions,PWY-5392:_reductive_TCA_cycle_II,REDCITCYC:_TCA_cycle_VI_(Helicobacter),41.66,103.07,61.411,147.41,6/28
functions,HISTSYN-PWY:_L-histidine_biosynthesis,PWY-622:_starch_biosynthesis,36.712,98.094,61.382,167.2,2/28
functions,PWY-5860:_superpathway_of_demethylmenaquinol-6_biosynthesis_I,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,48.479,109.843,61.363,126.58,16/28
functions,PWY-561:_superpathway_of_glyoxylate_cycle_and_fatty_acid_degradation,PWY-6588:_pyruvate_fermentation_to_acetone,49.506,110.844,61.338,123.9,14/28
functions,PWY-8113:_3PG-factor_420_biosynthesis,PWY-5705:_allantoin_degradation_to_glyoxylate_III,40.225,101.562,61.337,152.49,2/28
functions,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,PWY-5896:_superpathway_of_menaquinol-10_biosynthesis,47.556,108.889,61.333,128.97,12/28
functions,P23-PWY:_reductive_TCA_cycle_I,PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,41.469,102.756,61.287,147.79,6/28
functions,CARNMET-PWY:_L-carnitine_degradation_I,ORNDEG-PWY:_superpathway_of_ornithine_degradation,48.162,109.446,61.284,127.25,4/28
functions,PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),FOLSYN-PWY:_superpathway_of_tetrahydrofolate_biosynthesis_and_salvage,54.347,115.62,61.273,112.74,12/28
functions,"PWY-5138:_fatty_acid_&beta;-oxidation_IV_(unsaturated,_even_number)",P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,44.122,105.392,61.27,138.87,12/28
functions,PWY-5723:_Rubisco_shunt,VALSYN-PWY:_L-valine_biosynthesis,37.939,99.201,61.262,161.47,2/28
functions,HISTSYN-PWY:_L-histidine_biosynthesis,P23-PWY:_reductive_TCA_cycle_I,36.712,97.973,61.26,166.87,2/28
functions,VALSYN-PWY:_L-valine_biosynthesis,PWY-7198:_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_IV,51.201,112.461,61.26,119.65,12/28
functions,PWY-7942:_5-oxo-L-proline_metabolism,PWY-7198:_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_IV,44.539,105.785,61.246,137.51,2/28
functions,PWY-6350:_archaetidylinositol_biosynthesis,PWY-5347:_superpathway_of_L-methionine_biosynthesis_(transsulfuration),38.921,100.14,61.219,157.29,2/28
functions,PWY-6285:_superpathway_of_fatty_acids_biosynthesis_(E._coli),P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,48.173,109.366,61.193,127.03,10/28
functions,PWY-2941:_L-lysine_biosynthesis_II,PWY-5104:_L-isoleucine_biosynthesis_IV,41.062,102.188,61.126,148.86,4/28
functions,VALSYN-PWY:_L-valine_biosynthesis,PWY-8112:_factor_420_biosynthesis_I_(archaea),49.798,110.91,61.112,122.72,6/28
functions,PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),PWY0-781:_aspartate_superpathway,46.26,107.358,61.098,132.08,4/28
functions,PWY-6350:_archaetidylinositol_biosynthesis,PWY0-781:_aspartate_superpathway,38.921,100.017,61.096,156.97,2/28
functions,PWY-8113:_3PG-factor_420_biosynthesis,PWY-7094:_fatty_acid_salvage,40.225,101.312,61.087,151.87,2/28
functions,PWY-2941:_L-lysine_biosynthesis_II,AST-PWY:_L-arginine_degradation_II_(AST_pathway),41.908,102.989,61.08,145.75,4/28
functions,REDCITCYC:_TCA_cycle_VI_(Helicobacter),"PWY-241:_C4_photosynthetic_carbon_assimilation_cycle,_NADP-ME_type",48.27,109.316,61.046,126.47,8/28
functions,GLYOXYLATE-BYPASS:_glyoxylate_cycle,PWY-6588:_pyruvate_fermentation_to_acetone,50.83,111.872,61.042,120.09,12/28
functions,VALSYN-PWY:_L-valine_biosynthesis,"PWY-6961:_L-ascorbate_degradation_II_(bacterial,_aerobic)",48.441,109.479,61.039,126.01,8/28
functions,PWY-821:_superpathway_of_sulfur_amino_acid_biosynthesis_(Saccharomyces_cerevisiae),VALSYN-PWY:_L-valine_biosynthesis,39.831,100.86,61.029,153.22,4/28
functions,PWY0-1533:_methylphosphonate_degradation_I,PWY-7198:_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_IV,48.68,109.704,61.023,125.36,8/28
functions,NAD-BIOSYNTHESIS-II:_NAD_salvage_pathway_III_(to_nicotinamide_riboside),VALSYN-PWY:_L-valine_biosynthesis,58.586,119.607,61.021,104.16,2/28
functions,PWY0-1533:_methylphosphonate_degradation_I,PWY-6588:_pyruvate_fermentation_to_acetone,48.016,109.016,61.001,127.04,14/28
functions,P221-PWY:_octane_oxidation,PWY-6165:_chorismate_biosynthesis_II_(archaea),36.33,97.304,60.975,167.84,2/28
functions,PWY-6328:_L-lysine_degradation_X,PWY-5913:_partial_TCA_cycle_(obligate_autotrophs),38.794,99.764,60.97,157.16,2/28
functions,AST-PWY:_L-arginine_degradation_II_(AST_pathway),P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,51.007,111.972,60.965,119.52,18/28
functions,PWY-5723:_Rubisco_shunt,PWY-2941:_L-lysine_biosynthesis_II,45.32,106.278,60.958,134.51,4/28
functions,HISTSYN-PWY:_L-histidine_biosynthesis,PWY-5209:_methyl-coenzyme_M_oxidation_to_CO2,36.712,97.665,60.953,166.03,2/28
functions,PWY-5850:_superpathway_of_menaquinol-6_biosynthesis,PWY-6167:_flavin_biosynthesis_II_(archaea),43.308,104.26,60.952,140.74,2/28
functions,PWY-5198:_factor_420_biosynthesis_II_(mycobacteria),PWY4LZ-257:_superpathway_of_fermentation_(Chlamydomonas_reinhardtii),43.804,104.736,60.931,139.1,2/28
functions,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,PWY-7204:_pyridoxal_5'-phosphate_salvage_II_(plants),49.48,110.397,60.917,123.11,16/28
functions,PWY-6167:_flavin_biosynthesis_II_(archaea),PWY-7118:_chitin_deacetylation,49.233,110.149,60.915,123.73,4/28
functions,PWY-7286:_7-(3-amino-3-carboxypropyl)-wyosine_biosynthesis,PWY-5347:_superpathway_of_L-methionine_biosynthesis_(transsulfuration),38.947,99.831,60.885,156.33,2/28
functions,URDEGR-PWY:_superpathway_of_allantoin_degradation_in_plants,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,47.018,107.902,60.884,129.49,10/28
functions,PWY-7858:_(5Z)-dodecenoate_biosynthesis_II,POLYAMINSYN3-PWY:_superpathway_of_polyamine_biosynthesis_II,37.593,98.476,60.883,161.95,2/28
functions,PWY4LZ-257:_superpathway_of_fermentation_(Chlamydomonas_reinhardtii),PWY-7323:_superpathway_of_GDP-mannose-derived_O-antigen_building_blocks_biosynthesis,46.885,107.766,60.881,129.85,2/28
functions,"PWY-7117:_C4_photosynthetic_carbon_assimilation_cycle,_PEPCK_type",KETOGLUCONMET-PWY:_ketogluconate_metabolism,39.046,99.924,60.878,155.91,4/28
functions,PWY0-42:_2-methylcitrate_cycle_I,PWY-6167:_flavin_biosynthesis_II_(archaea),53.616,114.487,60.871,113.53,14/28
functions,PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,67.368,128.207,60.839,90.31,20/28
functions,DARABCATK12-PWY:_D-arabinose_degradation_I,PWY-7198:_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_IV,51.574,112.408,60.834,117.95,4/28
functions,PWY-7204:_pyridoxal_5'-phosphate_salvage_II_(plants),P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,51.53,112.363,60.833,118.05,14/28
functions,PWY-7198:_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_IV,NAD-BIOSYNTHESIS-II:_NAD_salvage_pathway_III_(to_nicotinamide_riboside),47.579,108.41,60.831,127.85,4/28
functions,PWY-5692:_allantoin_degradation_to_glyoxylate_II,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,47.281,108.095,60.813,128.62,16/28
functions,PWY-6167:_flavin_biosynthesis_II_(archaea),FOLSYN-PWY:_superpathway_of_tetrahydrofolate_biosynthesis_and_salvage,48.1,108.906,60.807,126.42,8/28
functions,"PWY-241:_C4_photosynthetic_carbon_assimilation_cycle,_NADP-ME_type",PWY-2941:_L-lysine_biosynthesis_II,48.364,109.134,60.77,125.65,10/28
functions,PWY0-461:_L-lysine_degradation_I,PWY-5913:_partial_TCA_cycle_(obligate_autotrophs),38.244,99.01,60.766,158.89,2/28
functions,PWY-5656:_mannosylglycerate_biosynthesis_I,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,52.189,112.942,60.753,116.41,6/28
functions,PWY-7286:_7-(3-amino-3-carboxypropyl)-wyosine_biosynthesis,PWY0-781:_aspartate_superpathway,38.947,99.694,60.748,155.98,2/28
functions,HEME-BIOSYNTHESIS-II-1:_heme_b_biosynthesis_V_(aerobic),"PWY-241:_C4_photosynthetic_carbon_assimilation_cycle,_NADP-ME_type",35.413,96.16,60.747,171.54,2/28
functions,HISTSYN-PWY:_L-histidine_biosynthesis,PWY-7254:_TCA_cycle_VII_(acetate-producers),36.712,97.458,60.745,165.46,2/28
functions,PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),PWY-6478:_GDP-D-glycero-&alpha;-D-manno-heptose_biosynthesis,57.58,118.323,60.743,105.49,8/28
functions,PWY-6167:_flavin_biosynthesis_II_(archaea),PWY-7805:_(aminomethyl)phosphonate_degradation,46.389,107.129,60.74,130.94,8/28
functions,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,PWY-5104:_L-isoleucine_biosynthesis_IV,50.018,110.742,60.724,121.41,20/28
functions,"P4-PWY:_superpathway_of_L-lysine,_L-threonine_and_L-methionine_biosynthesis_I",PWY-6588:_pyruvate_fermentation_to_acetone,51.419,112.124,60.704,118.06,12/28
functions,PWY-6588:_pyruvate_fermentation_to_acetone,PWY-5913:_partial_TCA_cycle_(obligate_autotrophs),60.599,121.254,60.656,100.09,20/28
functions,PWY3O-4107:_NAD_salvage_pathway_V_(PNC_V_cycle),P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,50.877,111.526,60.649,119.21,12/28
functions,PWY-6167:_flavin_biosynthesis_II_(archaea),TCA-GLYOX-BYPASS:_superpathway_of_glyoxylate_bypass_and_TCA,42.51,103.139,60.629,142.62,4/28
functions,PWY-7198:_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_IV,PWY-6612:_superpathway_of_tetrahydrofolate_biosynthesis,49.913,110.536,60.622,121.46,6/28
functions,PWY-7805:_(aminomethyl)phosphonate_degradation,ORNDEG-PWY:_superpathway_of_ornithine_degradation,46.208,106.8,60.592,131.13,6/28
functions,URDEGR-PWY:_superpathway_of_allantoin_degradation_in_plants,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,48.175,108.765,60.59,125.77,20/28
functions,P161-PWY:_acetylene_degradation_(anaerobic),FOLSYN-PWY:_superpathway_of_tetrahydrofolate_biosynthesis_and_salvage,43.532,104.116,60.585,139.17,6/28
functions,PWY4LZ-257:_superpathway_of_fermentation_(Chlamydomonas_reinhardtii),PWY-7286:_7-(3-amino-3-carboxypropyl)-wyosine_biosynthesis,46.885,107.456,60.571,129.19,2/28
functions,PWY-8113:_3PG-factor_420_biosynthesis,PWY-6588:_pyruvate_fermentation_to_acetone,40.225,100.792,60.568,150.57,2/28
functions,PWY-5692:_allantoin_degradation_to_glyoxylate_II,PWY-6167:_flavin_biosynthesis_II_(archaea),47.094,107.648,60.554,128.58,2/28
functions,"PWY-5138:_fatty_acid_&beta;-oxidation_IV_(unsaturated,_even_number)",PWY-6165:_chorismate_biosynthesis_II_(archaea),40.216,100.728,60.511,150.46,2/28
functions,PWY-6167:_flavin_biosynthesis_II_(archaea),MET-SAM-PWY:_superpathway_of_S-adenosyl-L-methionine_biosynthesis,42.512,103.017,60.505,142.32,10/28
functions,PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,ORNDEG-PWY:_superpathway_of_ornithine_degradation,63.5,124.004,60.504,95.28,16/28
functions,"PWY-7117:_C4_photosynthetic_carbon_assimilation_cycle,_PEPCK_type",GALACTUROCAT-PWY:_D-galacturonate_degradation_I,39.046,99.547,60.501,154.95,4/28
functions,PWY0-42:_2-methylcitrate_cycle_I,PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),50.739,111.235,60.496,119.23,10/28
functions,P108-PWY:_pyruvate_fermentation_to_propanoate_I,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,43.007,103.472,60.465,140.59,4/28
functions,PWY-6167:_flavin_biosynthesis_II_(archaea),PWY3O-4107:_NAD_salvage_pathway_V_(PNC_V_cycle),43.428,103.892,60.463,139.23,2/28
functions,PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),PWY-5265:_peptidoglycan_biosynthesis_II_(staphylococci),46.26,106.72,60.46,130.7,4/28
functions,PWY-7254:_TCA_cycle_VII_(acetate-producers),PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),39.767,100.199,60.432,151.96,4/28
functions,PWY-6588:_pyruvate_fermentation_to_acetone,ORNARGDEG-PWY:_superpathway_of_L-arginine_and_L-ornithine_degradation,44.315,104.738,60.422,136.35,2/28
functions,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,DARABCATK12-PWY:_D-arabinose_degradation_I,48.38,108.775,60.395,124.84,18/28
functions,PWY-6167:_flavin_biosynthesis_II_(archaea),"P4-PWY:_superpathway_of_L-lysine,_L-threonine_and_L-methionine_biosynthesis_I",45.857,106.247,60.39,131.69,10/28
functions,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,PWY-5860:_superpathway_of_demethylmenaquinol-6_biosynthesis_I,49.453,109.843,60.39,122.12,16/28
functions,PWY-8190:_L-glutamate_degradation_XI_(reductive_Stickland_reaction),FOLSYN-PWY:_superpathway_of_tetrahydrofolate_biosynthesis_and_salvage,51.067,111.444,60.377,118.23,12/28
functions,HEME-BIOSYNTHESIS-II:_heme_b_biosynthesis_I_(aerobic),ORNDEG-PWY:_superpathway_of_ornithine_degradation,64.121,124.497,60.376,94.16,8/28
functions,PWY-5850:_superpathway_of_menaquinol-6_biosynthesis,PWY-6588:_pyruvate_fermentation_to_acetone,48.777,109.135,60.358,123.74,12/28
functions,PWY-6588:_pyruvate_fermentation_to_acetone,"ARGDEG-PWY:_superpathway_of_L-arginine,_putrescine,_and_4-aminobutanoate_degradation",44.315,104.672,60.357,136.2,2/28
functions,PWY-6588:_pyruvate_fermentation_to_acetone,REDCITCYC:_TCA_cycle_VI_(Helicobacter),59.883,120.201,60.318,100.73,22/28
functions,"PWY-7385:_1,3-propanediol_biosynthesis_(engineered)","PWY-241:_C4_photosynthetic_carbon_assimilation_cycle,_NADP-ME_type",40.086,100.399,60.313,150.46,2/28
functions,PPGPPMET-PWY:_ppGpp_metabolism,P161-PWY:_acetylene_degradation_(anaerobic),48.998,109.307,60.309,123.08,2/28
functions,FAO-PWY:_fatty_acid_&beta;-oxidation_I_(generic),PWY-6165:_chorismate_biosynthesis_II_(archaea),42.315,102.613,60.298,142.5,2/28
functions,P23-PWY:_reductive_TCA_cycle_I,PWY-6165:_chorismate_biosynthesis_II_(archaea),36.455,96.741,60.286,165.37,2/28
functions,REDCITCYC:_TCA_cycle_VI_(Helicobacter),PWY-7198:_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_IV,60.001,120.279,60.278,100.46,18/28
functions,PWY-7204:_pyridoxal_5'-phosphate_salvage_II_(plants),PWY-7328:_superpathway_of_UDP-glucose-derived_O-antigen_building_blocks_biosynthesis,42.492,102.767,60.274,141.85,2/28
functions,PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),PWY-5104:_L-isoleucine_biosynthesis_IV,46.26,106.534,60.274,130.29,4/28
functions,POLYAMSYN-PWY:_superpathway_of_polyamine_biosynthesis_I,PWY-7198:_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_IV,44.946,105.215,60.269,134.09,2/28
functions,PWY-6588:_pyruvate_fermentation_to_acetone,PWY4LZ-257:_superpathway_of_fermentation_(Chlamydomonas_reinhardtii),49.083,109.342,60.258,122.77,6/28
functions,VALSYN-PWY:_L-valine_biosynthesis,PWY-5198:_factor_420_biosynthesis_II_(mycobacteria),49.798,110.049,60.251,120.99,6/28
functions,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,PWY-5392:_reductive_TCA_cycle_II,45.593,105.84,60.248,132.14,10/28
functions,P161-PWY:_acetylene_degradation_(anaerobic),PWY-6612:_superpathway_of_tetrahydrofolate_biosynthesis,40.546,100.778,60.232,148.55,4/28
functions,PWY-6167:_flavin_biosynthesis_II_(archaea),PWY-7807:_glyphosate_degradation_III,42.816,103.048,60.232,140.67,6/28
functions,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,"PWY-7385:_1,3-propanediol_biosynthesis_(engineered)",49.067,109.297,60.23,122.75,14/28
functions,PWY-6588:_pyruvate_fermentation_to_acetone,PWY-6609:_adenine_and_adenosine_salvage_III,44.315,104.535,60.219,135.89,2/28
functions,PWY-6167:_flavin_biosynthesis_II_(archaea),PWY0-461:_L-lysine_degradation_I,42.816,103.016,60.199,140.6,6/28
functions,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,PWY-7031:_protein_N-glycosylation_(bacterial),44.304,104.478,60.174,135.82,2/28
functions,PWY-5850:_superpathway_of_menaquinol-6_biosynthesis,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,51.423,111.574,60.152,116.97,14/28
functions,PWY-6803:_phosphatidylcholine_acyl_editing,"PWY-241:_C4_photosynthetic_carbon_assimilation_cycle,_NADP-ME_type",38.564,98.713,60.149,155.97,4/28
functions,PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),PWY-2941:_L-lysine_biosynthesis_II,66.475,126.611,60.136,90.47,20/28
functions,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,PWY-7805:_(aminomethyl)phosphonate_degradation,48.673,108.796,60.124,123.53,14/28
functions,AEROBACTINSYN-PWY:_aerobactin_biosynthesis,PWY-5913:_partial_TCA_cycle_(obligate_autotrophs),46.565,106.688,60.123,129.12,12/28
functions,"PWY-7117:_C4_photosynthetic_carbon_assimilation_cycle,_PEPCK_type",PWY-2941:_L-lysine_biosynthesis_II,48.023,108.142,60.119,125.19,12/28
functions,PWY0-1298:_superpathway_of_pyrimidine_deoxyribonucleosides_degradation,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,42.836,102.934,60.098,140.3,4/28
functions,PWY0-42:_2-methylcitrate_cycle_I,ORNDEG-PWY:_superpathway_of_ornithine_degradation,52.407,112.501,60.094,114.67,12/28
functions,HISTSYN-PWY:_L-histidine_biosynthesis,GLYCOL-GLYOXDEG-PWY:_superpathway_of_glycol_metabolism_and_degradation,36.712,96.788,60.076,163.64,2/28
functions,PWY-6167:_flavin_biosynthesis_II_(archaea),KETOGLUCONMET-PWY:_ketogluconate_metabolism,45.857,105.929,60.072,131.0,10/28
functions,REDCITCYC:_TCA_cycle_VI_(Helicobacter),GLUCUROCAT-PWY:_superpathway_of_&beta;-D-glucuronosides_degradation,52.942,113.013,60.071,113.46,10/28
functions,PWY-2941:_L-lysine_biosynthesis_II,FAO-PWY:_fatty_acid_&beta;-oxidation_I_(generic),43.288,103.346,60.058,138.74,2/28
functions,VALSYN-PWY:_L-valine_biosynthesis,PWY-5913:_partial_TCA_cycle_(obligate_autotrophs),54.94,114.993,60.053,109.31,18/28
functions,PWY-5656:_mannosylglycerate_biosynthesis_I,GLUCUROCAT-PWY:_superpathway_of_&beta;-D-glucuronosides_degradation,42.066,102.115,60.05,142.75,2/28
functions,P161-PWY:_acetylene_degradation_(anaerobic),PWY-6350:_archaetidylinositol_biosynthesis,50.847,110.889,60.042,118.09,8/28
functions,PWY-5860:_superpathway_of_demethylmenaquinol-6_biosynthesis_I,PWY-6588:_pyruvate_fermentation_to_acetone,49.3,109.303,60.003,121.71,16/28
functions,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,PWY-821:_superpathway_of_sulfur_amino_acid_biosynthesis_(Saccharomyces_cerevisiae),54.056,114.044,59.988,110.97,16/28
functions,"GLYCOLYSIS-TCA-GLYOX-BYPASS:_superpathway_of_glycolysis,_pyruvate_dehydrogenase,_TCA,_and_glyoxylate_bypass",PWY-6165:_chorismate_biosynthesis_II_(archaea),43.289,103.272,59.983,138.57,2/28
functions,PWY-5896:_superpathway_of_menaquinol-10_biosynthesis,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,52.413,112.395,59.982,114.44,12/28
functions,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,PWY0-1338:_polymyxin_resistance,52.622,112.589,59.967,113.96,16/28
functions,FOLSYN-PWY:_superpathway_of_tetrahydrofolate_biosynthesis_and_salvage,"PWY-241:_C4_photosynthetic_carbon_assimilation_cycle,_NADP-ME_type",41.655,101.618,59.963,143.95,4/28
functions,"PWY-241:_C4_photosynthetic_carbon_assimilation_cycle,_NADP-ME_type",PWY-8190:_L-glutamate_degradation_XI_(reductive_Stickland_reaction),50.583,110.529,59.947,118.51,12/28
functions,PWY-8113:_3PG-factor_420_biosynthesis,PWY-7805:_(aminomethyl)phosphonate_degradation,40.225,100.135,59.91,148.94,2/28
functions,PWY4LZ-257:_superpathway_of_fermentation_(Chlamydomonas_reinhardtii),PWY-6160:_3-dehydroquinate_biosynthesis_II_(archaea),46.885,106.766,59.881,127.72,2/28
functions,METHGLYUT-PWY:_superpathway_of_methylglyoxal_degradation,PWY-6165:_chorismate_biosynthesis_II_(archaea),43.549,103.411,59.863,137.46,2/28
functions,PWY-6167:_flavin_biosynthesis_II_(archaea),PWY0-1297:_superpathway_of_purine_deoxyribonucleosides_degradation,46.123,105.96,59.837,129.73,10/28
functions,PWY-5723:_Rubisco_shunt,"PWY-7117:_C4_photosynthetic_carbon_assimilation_cycle,_PEPCK_type",37.939,97.728,59.789,157.59,2/28
functions,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,PWY-6708:_ubiquinol-8_biosynthesis_(early_decarboxylation),49.333,109.116,59.783,121.18,18/28
functions,PWY-5850:_superpathway_of_menaquinol-6_biosynthesis,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,50.862,110.62,59.758,117.49,8/28
functions,PWY-8113:_3PG-factor_420_biosynthesis,PWY-6803:_phosphatidylcholine_acyl_editing,40.225,99.98,59.756,148.56,2/28
functions,PWY-6284:_superpathway_of_unsaturated_fatty_acids_biosynthesis_(E._coli),PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),51.06,110.8,59.74,117.0,2/28
