data_type,base_feature,contributing_feature,base_IG_1D_mean,total_IG_2D_mean,ig_difference_raw,ig_difference_pct,pair_ig_count
functions,ORNDEG-PWY:_superpathway_of_ornithine_degradation,PWY-6126:_superpathway_of_adenosine_nucleotides_de_novo_biosynthesis_II,33.937,113.456,79.519,234.32,2/28
functions,PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),PWY-1042:_glycolysis_IV,40.197,119.7,79.503,197.79,2/28
functions,ORNDEG-PWY:_superpathway_of_ornithine_degradation,BIOTIN-BIOSYNTHESIS-PWY:_biotin_biosynthesis_I,33.937,113.395,79.458,234.14,2/28
functions,PWY-6349:_CDP-archaeol_biosynthesis,P161-PWY:_acetylene_degradation_(anaerobic),29.607,109.045,79.438,268.31,8/28
functions,PWY-5004:_superpathway_of_L-citrulline_metabolism,PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,27.935,107.353,79.417,284.29,8/28
functions,PWY-6165:_chorismate_biosynthesis_II_(archaea),P23-PWY:_reductive_TCA_cycle_I,17.344,96.741,79.397,457.77,2/28
functions,PWY-5198:_factor_420_biosynthesis_II_(mycobacteria),P161-PWY:_acetylene_degradation_(anaerobic),25.118,104.513,79.395,316.08,8/28
functions,"PWY-241:_C4_photosynthetic_carbon_assimilation_cycle,_NADP-ME_type",PWY-6478:_GDP-D-glycero-&alpha;-D-manno-heptose_biosynthesis,22.893,102.286,79.393,346.8,2/28
functions,PWY0-1479:_tRNA_processing,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,29.328,108.661,79.333,270.5,10/28
functions,METHANOGENESIS-PWY:_methanogenesis_from_H2_and_CO2,"PWY-241:_C4_photosynthetic_carbon_assimilation_cycle,_NADP-ME_type",18.368,97.697,79.328,431.88,2/28
functions,PWY-922:_mevalonate_pathway_I_(eukaryotes_and_bacteria),PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),24.726,104.054,79.328,320.83,4/28
functions,PWY66-429:_fatty_acid_biosynthesis_initiation_(mitochondria),P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,35.921,115.243,79.323,220.83,14/28
functions,PWY66-367:_ketogenesis,PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,20.085,99.406,79.321,394.92,2/28
functions,HEME-BIOSYNTHESIS-II-1:_heme_b_biosynthesis_V_(aerobic),PWY-6588:_pyruvate_fermentation_to_acetone,33.125,112.435,79.31,239.43,16/28
functions,PWY4LZ-257:_superpathway_of_fermentation_(Chlamydomonas_reinhardtii),PWY-7198:_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_IV,35.543,114.852,79.309,223.13,6/28
functions,PWY-6165:_chorismate_biosynthesis_II_(archaea),PWY-6690:_cinnamate_and_3-hydroxycinnamate_degradation_to_2-hydroxypentadienoate,17.344,96.648,79.303,457.23,2/28
functions,UDPNAGSYN-PWY:_UDP-N-acetyl-D-glucosamine_biosynthesis_I,HEME-BIOSYNTHESIS-II:_heme_b_biosynthesis_I_(aerobic),27.812,107.08,79.268,285.02,4/28
functions,PWY4LZ-257:_superpathway_of_fermentation_(Chlamydomonas_reinhardtii),P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,37.271,116.535,79.263,212.66,10/28
functions,DENOVOPURINE2-PWY:_superpathway_of_purine_nucleotides_de_novo_biosynthesis_II,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,28.064,107.292,79.228,282.31,14/28
functions,HEXITOLDEGSUPER-PWY:_superpathway_of_hexitol_degradation_(bacteria),ORNDEG-PWY:_superpathway_of_ornithine_degradation,31.351,110.575,79.224,252.7,6/28
functions,"PWY-7117:_C4_photosynthetic_carbon_assimilation_cycle,_PEPCK_type",PWY-6612:_superpathway_of_tetrahydrofolate_biosynthesis,27.869,107.065,79.197,284.18,4/28
functions,PWY-6165:_chorismate_biosynthesis_II_(archaea),PWY-7858:_(5Z)-dodecenoate_biosynthesis_II,17.344,96.537,79.193,456.6,2/28
functions,PWY-6165:_chorismate_biosynthesis_II_(archaea),PWY-702:_L-methionine_biosynthesis_II,17.344,96.512,79.168,456.45,2/28
functions,LIPASYN-PWY:_phospholipases,PWY-6588:_pyruvate_fermentation_to_acetone,22.293,101.459,79.166,355.12,6/28
functions,PWY-8113:_3PG-factor_420_biosynthesis,PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),30.251,109.411,79.16,261.68,18/28
functions,PWY4LZ-257:_superpathway_of_fermentation_(Chlamydomonas_reinhardtii),P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,30.124,109.258,79.135,262.7,12/28
functions,ORNDEG-PWY:_superpathway_of_ornithine_degradation,PWY-6608:_guanosine_nucleotides_degradation_III,33.937,113.053,79.116,233.13,2/28
functions,PWY-6165:_chorismate_biosynthesis_II_(archaea),PWY-7204:_pyridoxal_5'-phosphate_salvage_II_(plants),21.716,100.823,79.107,364.27,4/28
functions,PWY-922:_mevalonate_pathway_I_(eukaryotes_and_bacteria),REDCITCYC:_TCA_cycle_VI_(Helicobacter),22.878,101.969,79.091,345.71,2/28
functions,PWY-6350:_archaetidylinositol_biosynthesis,PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),29.804,108.88,79.076,265.32,18/28
functions,"PWY-7039:_phosphatidate_metabolism,_as_a_signaling_molecule",P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,31.788,110.865,79.076,248.76,14/28
functions,PWY0-1297:_superpathway_of_purine_deoxyribonucleosides_degradation,PWY-8190:_L-glutamate_degradation_XI_(reductive_Stickland_reaction),25.61,104.667,79.057,308.69,10/28
functions,ORNDEG-PWY:_superpathway_of_ornithine_degradation,PWY-5505:_L-glutamate_and_L-glutamine_biosynthesis,33.937,112.959,79.023,232.85,2/28
functions,PWY-6350:_archaetidylinositol_biosynthesis,P161-PWY:_acetylene_degradation_(anaerobic),31.898,110.889,78.991,247.64,8/28
functions,PWY-8113:_3PG-factor_420_biosynthesis,REDCITCYC:_TCA_cycle_VI_(Helicobacter),32.224,111.198,78.974,245.07,10/28
functions,ANAGLYCOLYSIS-PWY:_glycolysis_III_(from_glucose),ORNDEG-PWY:_superpathway_of_ornithine_degradation,29.854,108.826,78.972,264.52,4/28
functions,PWY-6165:_chorismate_biosynthesis_II_(archaea),GLYOXYLATE-BYPASS:_glyoxylate_cycle,17.344,96.313,78.969,455.3,2/28
functions,PWY-6167:_flavin_biosynthesis_II_(archaea),PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,42.598,121.555,78.957,185.36,16/28
functions,PWY-7858:_(5Z)-dodecenoate_biosynthesis_II,PWY-7198:_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_IV,22.683,101.63,78.947,348.04,4/28
functions,ORNDEG-PWY:_superpathway_of_ornithine_degradation,PWY-7977:_L-methionine_biosynthesis_IV,33.937,112.883,78.946,232.63,2/28
functions,METHANOGENESIS-PWY:_methanogenesis_from_H2_and_CO2,"PWY-7117:_C4_photosynthetic_carbon_assimilation_cycle,_PEPCK_type",18.368,97.289,78.92,429.66,2/28
functions,PWY-7094:_fatty_acid_salvage,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,35.929,114.82,78.891,219.58,14/28
functions,PWY-5154:_L-arginine_biosynthesis_III_(via_N-acetyl-L-citrulline),PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),29.297,108.184,78.887,269.27,4/28
functions,"PWY-241:_C4_photosynthetic_carbon_assimilation_cycle,_NADP-ME_type",P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,40.553,119.421,78.869,194.49,14/28
functions,"P461-PWY:_hexitol_fermentation_to_lactate,_formate,_ethanol_and_acetate",ORNDEG-PWY:_superpathway_of_ornithine_degradation,33.158,112.026,78.868,237.86,6/28
functions,PWY-7328:_superpathway_of_UDP-glucose-derived_O-antigen_building_blocks_biosynthesis,PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,25.486,104.286,78.8,309.19,6/28
functions,PWY-5209:_methyl-coenzyme_M_oxidation_to_CO2,P161-PWY:_acetylene_degradation_(anaerobic),24.721,103.475,78.754,318.57,6/28
functions,PWY-8112:_factor_420_biosynthesis_I_(archaea),P161-PWY:_acetylene_degradation_(anaerobic),26.279,105.03,78.751,299.67,8/28
functions,PWY-8113:_3PG-factor_420_biosynthesis,PWY0-42:_2-methylcitrate_cycle_I,31.775,110.496,78.721,247.74,8/28
functions,PWY-3841:_folate_transformations_II_(plants),P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,23.837,102.548,78.711,330.2,2/28
functions,PWY-6163:_chorismate_biosynthesis_from_3-dehydroquinate,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,29.078,107.784,78.706,270.67,4/28
functions,PWY-5209:_methyl-coenzyme_M_oxidation_to_CO2,"PWY-7117:_C4_photosynthetic_carbon_assimilation_cycle,_PEPCK_type",20.951,99.643,78.692,375.61,2/28
functions,PWY-5198:_factor_420_biosynthesis_II_(mycobacteria),PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),27.227,105.879,78.653,288.88,10/28
functions,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,PWY0-1297:_superpathway_of_purine_deoxyribonucleosides_degradation,48.116,126.765,78.649,163.46,14/28
functions,PWY-6165:_chorismate_biosynthesis_II_(archaea),PWY-5855:_ubiquinol-7_biosynthesis_(early_decarboxylation),17.344,95.979,78.635,453.38,2/28
functions,PWY-7198:_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_IV,PWY-7858:_(5Z)-dodecenoate_biosynthesis_II,23.021,101.63,78.609,341.48,4/28
functions,PWY-6349:_CDP-archaeol_biosynthesis,PWY0-42:_2-methylcitrate_cycle_I,30.392,108.999,78.607,258.64,6/28
functions,UDPNAGSYN-PWY:_UDP-N-acetyl-D-glucosamine_biosynthesis_I,PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),30.121,108.711,78.59,260.91,8/28
functions,ILEUSYN-PWY:_L-isoleucine_biosynthesis_I_(from_threonine),P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,23.037,101.594,78.556,341.0,4/28
functions,PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),"PWY-6961:_L-ascorbate_degradation_II_(bacterial,_aerobic)",40.197,118.687,78.491,195.27,2/28
functions,RHAMCAT-PWY:_L-rhamnose_degradation_I,PWY4LZ-257:_superpathway_of_fermentation_(Chlamydomonas_reinhardtii),25.685,104.155,78.47,305.52,2/28
functions,PWY-7198:_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_IV,"PWY-7039:_phosphatidate_metabolism,_as_a_signaling_molecule",25.186,103.633,78.447,311.47,2/28
functions,PWY-6165:_chorismate_biosynthesis_II_(archaea),PWY-7199:_pyrimidine_deoxyribonucleosides_salvage,17.344,95.785,78.44,452.26,2/28
functions,PWY-7269:_mitochondrial_NADPH_production_(yeast),P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,29.933,108.369,78.436,262.04,4/28
functions,PWY-8113:_3PG-factor_420_biosynthesis,P161-PWY:_acetylene_degradation_(anaerobic),32.003,110.43,78.427,245.06,8/28
functions,PWY-7357:_thiamine_phosphate_formation_from_pyrithiamine_and_oxythiamine_(yeast),ORNDEG-PWY:_superpathway_of_ornithine_degradation,32.466,110.887,78.421,241.55,10/28
functions,P108-PWY:_pyruvate_fermentation_to_propanoate_I,ORNDEG-PWY:_superpathway_of_ornithine_degradation,38.654,117.068,78.414,202.86,2/28
functions,POLYAMINSYN3-PWY:_superpathway_of_polyamine_biosynthesis_II,HISTSYN-PWY:_L-histidine_biosynthesis,21.683,100.096,78.413,361.63,2/28
functions,PWY-8190:_L-glutamate_degradation_XI_(reductive_Stickland_reaction),PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,38.459,116.854,78.395,203.84,16/28
functions,PWY-5367:_petroselinate_biosynthesis,ORNDEG-PWY:_superpathway_of_ornithine_degradation,34.38,112.745,78.365,227.93,12/28
functions,"PWY-7237:_myo-,_chiro-_and_scyllo-inositol_degradation",PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),27.745,106.105,78.36,282.43,12/28
functions,GALACTUROCAT-PWY:_D-galacturonate_degradation_I,"PWY-7117:_C4_photosynthetic_carbon_assimilation_cycle,_PEPCK_type",21.198,99.547,78.349,369.62,4/28
functions,PWY-5347:_superpathway_of_L-methionine_biosynthesis_(transsulfuration),ORNDEG-PWY:_superpathway_of_ornithine_degradation,27.808,106.13,78.323,281.66,4/28
functions,POLYAMINSYN3-PWY:_superpathway_of_polyamine_biosynthesis_II,PWY0-166:_superpathway_of_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_(E._coli),20.556,98.876,78.321,381.02,2/28
functions,PWY-6349:_CDP-archaeol_biosynthesis,REDCITCYC:_TCA_cycle_VI_(Helicobacter),29.989,108.308,78.319,261.16,8/28
functions,FOLSYN-PWY:_superpathway_of_tetrahydrofolate_biosynthesis_and_salvage,ORNDEG-PWY:_superpathway_of_ornithine_degradation,37.492,115.803,78.312,208.88,18/28
functions,HOMOSER-METSYN-PWY:_L-methionine_biosynthesis_I,ORNDEG-PWY:_superpathway_of_ornithine_degradation,32.509,110.806,78.297,240.85,6/28
functions,PWY0-1297:_superpathway_of_purine_deoxyribonucleosides_degradation,PWY-6588:_pyruvate_fermentation_to_acetone,33.978,112.227,78.249,230.3,12/28
functions,PWY-7198:_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_IV,PWY-5705:_allantoin_degradation_to_glyoxylate_III,38.671,116.869,78.198,202.21,6/28
functions,"PWY-7456:_&beta;-(1,4)-mannan_degradation",PWY-5913:_partial_TCA_cycle_(obligate_autotrophs),23.21,101.391,78.181,336.84,4/28
functions,PWY-8112:_factor_420_biosynthesis_I_(archaea),"PWY-7117:_C4_photosynthetic_carbon_assimilation_cycle,_PEPCK_type",23.09,101.229,78.139,338.4,2/28
functions,PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),PWY-6708:_ubiquinol-8_biosynthesis_(early_decarboxylation),40.197,118.325,78.129,194.37,2/28
functions,PWY-6350:_archaetidylinositol_biosynthesis,REDCITCYC:_TCA_cycle_VI_(Helicobacter),32.233,110.353,78.12,242.36,10/28
functions,HISTSYN-PWY:_L-histidine_biosynthesis,PWY-7198:_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_IV,31.461,109.58,78.119,248.31,6/28
functions,"PRPP-PWY:_superpathway_of_histidine,_purine,_and_pyrimidine_biosynthesis",ORNDEG-PWY:_superpathway_of_ornithine_degradation,32.128,110.216,78.088,243.05,2/28
functions,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,"P4-PWY:_superpathway_of_L-lysine,_L-threonine_and_L-methionine_biosynthesis_I",42.961,121.03,78.069,181.72,8/28
functions,PPGPPMET-PWY:_ppGpp_metabolism,PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),29.103,107.165,78.062,268.23,10/28
functions,PWY-5347:_superpathway_of_L-methionine_biosynthesis_(transsulfuration),PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),23.686,101.721,78.035,329.46,4/28
functions,METHANOGENESIS-PWY:_methanogenesis_from_H2_and_CO2,P161-PWY:_acetylene_degradation_(anaerobic),23.351,101.377,78.026,334.14,4/28
functions,PWY-1042:_glycolysis_IV,PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),37.954,115.935,77.981,205.46,4/28
functions,PWY-6174:_mevalonate_pathway_II_(haloarchaea),P161-PWY:_acetylene_degradation_(anaerobic),33.103,111.081,77.979,235.57,2/28
functions,PWY-8125:_mevalonate_pathway_IV_(archaea),P161-PWY:_acetylene_degradation_(anaerobic),33.103,111.081,77.979,235.57,2/28
functions,GALACTUROCAT-PWY:_D-galacturonate_degradation_I,PWY-5920:_superpathway_of_heme_b_biosynthesis_from_glycine,21.53,99.506,77.976,362.18,2/28
functions,VALSYN-PWY:_L-valine_biosynthesis,UDPNAGSYN-PWY:_UDP-N-acetyl-D-glucosamine_biosynthesis_I,30.674,108.645,77.971,254.2,6/28
functions,PWY-7357:_thiamine_phosphate_formation_from_pyrithiamine_and_oxythiamine_(yeast),"PWY-241:_C4_photosynthetic_carbon_assimilation_cycle,_NADP-ME_type",19.407,97.344,77.937,401.59,2/28
functions,DAPLYSINESYN-PWY:_L-lysine_biosynthesis_I,PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,23.001,100.937,77.936,338.84,4/28
functions,PWY0-166:_superpathway_of_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_(E._coli),PWY-6588:_pyruvate_fermentation_to_acetone,39.4,117.333,77.932,197.8,10/28
functions,POLYAMINSYN3-PWY:_superpathway_of_polyamine_biosynthesis_II,PWY-7858:_(5Z)-dodecenoate_biosynthesis_II,20.556,98.476,77.92,379.07,2/28
functions,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,PWY-6174:_mevalonate_pathway_II_(haloarchaea),44.304,122.207,77.903,175.84,2/28
functions,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,PWY-8125:_mevalonate_pathway_IV_(archaea),44.304,122.207,77.903,175.84,2/28
functions,PWY-7357:_thiamine_phosphate_formation_from_pyrithiamine_and_oxythiamine_(yeast),P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,30.59,108.425,77.835,254.45,10/28
functions,PWY-7286:_7-(3-amino-3-carboxypropyl)-wyosine_biosynthesis,REDCITCYC:_TCA_cycle_VI_(Helicobacter),31.439,109.265,77.825,247.54,10/28
functions,PWY-6350:_archaetidylinositol_biosynthesis,PWY0-42:_2-methylcitrate_cycle_I,32.672,110.4,77.728,237.9,6/28
functions,PWY0-781:_aspartate_superpathway,PWY-6507:_4-deoxy-L-threo-hex-4-enopyranuronate_degradation,25.669,103.382,77.713,302.75,2/28
functions,PWY-7242:_D-fructuronate_degradation,PWY-7204:_pyridoxal_5'-phosphate_salvage_II_(plants),24.138,101.838,77.7,321.89,4/28
functions,PWY-7198:_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_IV,P161-PWY:_acetylene_degradation_(anaerobic),39.742,117.436,77.694,195.5,10/28
functions,PWY-622:_starch_biosynthesis,HISTSYN-PWY:_L-histidine_biosynthesis,20.441,98.094,77.653,379.88,2/28
functions,P161-PWY:_acetylene_degradation_(anaerobic),"PWY-7117:_C4_photosynthetic_carbon_assimilation_cycle,_PEPCK_type",31.525,109.15,77.625,246.24,8/28
functions,SULFATE-CYS-PWY:_superpathway_of_sulfate_assimilation_and_cysteine_biosynthesis,ORNDEG-PWY:_superpathway_of_ornithine_degradation,32.235,109.852,77.616,240.78,2/28
functions,ECASYN-PWY:_enterobacterial_common_antigen_biosynthesis,ORNDEG-PWY:_superpathway_of_ornithine_degradation,37.666,115.226,77.56,205.92,2/28
functions,PWY-6160:_3-dehydroquinate_biosynthesis_II_(archaea),PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),29.785,107.31,77.525,260.28,8/28
functions,PWY-5972:_stearate_biosynthesis_I_(animals),ORNDEG-PWY:_superpathway_of_ornithine_degradation,37.719,115.229,77.509,205.49,4/28
functions,PWY-6803:_phosphatidylcholine_acyl_editing,PWY-5913:_partial_TCA_cycle_(obligate_autotrophs),23.375,100.817,77.443,331.31,2/28
functions,PWY-8190:_L-glutamate_degradation_XI_(reductive_Stickland_reaction),PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),42.34,119.722,77.382,182.76,22/28
functions,LACTOSECAT-PWY:_lactose_and_galactose_degradation_I,P161-PWY:_acetylene_degradation_(anaerobic),29.852,107.229,77.377,259.2,8/28
functions,PWY-6897:_thiamine_diphosphate_salvage_II,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,32.027,109.397,77.37,241.57,4/28
functions,PWY-8112:_factor_420_biosynthesis_I_(archaea),HISTSYN-PWY:_L-histidine_biosynthesis,23.09,100.427,77.336,334.93,2/28
functions,PWY-7446:_sulfoquinovose_degradation_I,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,32.666,109.974,77.308,236.66,6/28
functions,PWY66-409:_superpathway_of_purine_nucleotide_salvage,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,33.279,110.565,77.287,232.24,10/28
functions,LIPASYN-PWY:_phospholipases,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,32.578,109.816,77.238,237.09,10/28
functions,PWY0-166:_superpathway_of_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_(E._coli),P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,34.22,111.367,77.147,225.45,6/28
functions,PWY-2941:_L-lysine_biosynthesis_II,GLYCOL-GLYOXDEG-PWY:_superpathway_of_glycol_metabolism_and_degradation,32.008,109.149,77.141,241.01,10/28
functions,PWY-7198:_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_IV,PWY0-1297:_superpathway_of_purine_deoxyribonucleosides_degradation,26.954,104.068,77.114,286.1,8/28
functions,PWY-7294:_D-xylose_degradation_IV,PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,22.152,99.255,77.104,348.07,2/28
functions,PWY0-1241:_ADP-L-glycero-&beta;-D-manno-heptose_biosynthesis,"PWY-241:_C4_photosynthetic_carbon_assimilation_cycle,_NADP-ME_type",22.143,99.237,77.094,348.17,2/28
functions,POLYAMINSYN3-PWY:_superpathway_of_polyamine_biosynthesis_II,PWY-7094:_fatty_acid_salvage,23.613,100.698,77.085,326.46,4/28
functions,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,HEME-BIOSYNTHESIS-II:_heme_b_biosynthesis_I_(aerobic),46.603,123.682,77.078,165.39,12/28
functions,PWY-7286:_7-(3-amino-3-carboxypropyl)-wyosine_biosynthesis,P161-PWY:_acetylene_degradation_(anaerobic),31.11,108.156,77.046,247.65,8/28
functions,PWY-7807:_glyphosate_degradation_III,PWY-7198:_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_IV,36.372,113.416,77.044,211.82,4/28
functions,PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),PWY-4041:_&gamma;-glutamyl_cycle,40.197,117.185,76.989,191.53,2/28
functions,"PWY-7117:_C4_photosynthetic_carbon_assimilation_cycle,_PEPCK_type",PWY-5392:_reductive_TCA_cycle_II,29.413,106.387,76.974,261.7,6/28
functions,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,GLYCOL-GLYOXDEG-PWY:_superpathway_of_glycol_metabolism_and_degradation,48.652,125.615,76.962,158.19,20/28
functions,PWY0-166:_superpathway_of_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_(E._coli),PWY-5913:_partial_TCA_cycle_(obligate_autotrophs),27.194,104.134,76.94,282.93,4/28
functions,PWY-5136:_fatty_acid_&beta;-oxidation_II_(plant_peroxisome),PWY-6167:_flavin_biosynthesis_II_(archaea),27.037,103.972,76.935,284.55,4/28
functions,GALACTUROCAT-PWY:_D-galacturonate_degradation_I,"PWY-241:_C4_photosynthetic_carbon_assimilation_cycle,_NADP-ME_type",21.53,98.458,76.929,357.32,2/28
functions,POLYAMINSYN3-PWY:_superpathway_of_polyamine_biosynthesis_II,PWY0-41:_allantoin_degradation_IV_(anaerobic),27.132,104.032,76.9,283.43,6/28
functions,PWY-821:_superpathway_of_sulfur_amino_acid_biosynthesis_(Saccharomyces_cerevisiae),ORNDEG-PWY:_superpathway_of_ornithine_degradation,33.821,110.702,76.881,227.32,2/28
functions,PWY-5845:_superpathway_of_menaquinol-9_biosynthesis,P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,29.08,105.936,76.856,264.29,8/28
functions,PWY-6612:_superpathway_of_tetrahydrofolate_biosynthesis,PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),38.107,114.953,76.846,201.66,10/28
functions,HEME-BIOSYNTHESIS-II-1:_heme_b_biosynthesis_V_(aerobic),P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate,40.502,117.339,76.838,189.72,22/28
